0 START simple_strategy 20
1228 MOVE 60 4
1229 ADD 61 2
1230 MOVE 34 1
1231 MOVE 41 1
1232 MOVE 0 1
1233 MOVE 0 0
1234 MOVE 41 0
1235 MOVE 34 0
1236 MOVE 61 4
1237 MOVE 51 4
1238 MOVE 37 4
1239 MOVE 33 4
1240 MOVE 53 4
1241 MOVE 26 4
1242 MOVE 32 4
1243 ADD 62 2
1244 MOVE 34 1
1245 MOVE 41 1
1246 MOVE 0 1
1247 MOVE 0 0
1248 MOVE 41 0
1249 MOVE 34 0
1250 MOVE 62 4
1251 MOVE 8 4
1252 MOVE 8 2
1253 MOVE 62 2
1254 MOVE 32 2
1255 MOVE 26 2
1256 MOVE 53 2
1257 MOVE 33 2
1258 MOVE 37 2
1259 MOVE 51 2
1260 MOVE 61 2
1261 REMOVE 60
1261 CASH 348
1262 MOVE 29 9
1263 MOVE 15 9
1264 REMOVE 59
1264 CASH 353
1265 MOVE 57 9
1266 MOVE 52 9
1267 MOVE 30 9
1268 MOVE 11 9
1269 MOVE 2 9
1270 MOVE 2 6
1271 MOVE 11 6
1272 MOVE 30 6
1273 MOVE 52 6
1274 MOVE 57 6
1275 MOVE 15 6
1276 MOVE 29 6
1277 MOVE 47 16
1278 ADD 63 12
1279 ADD 64 2
1280 MOVE 34 1
1281 MOVE 41 1
1282 MOVE 0 1
1283 MOVE 0 0
1284 MOVE 41 0
1285 MOVE 34 0
1286 MOVE 64 4
1287 MOVE 61 4
1288 MOVE 51 4
1289 MOVE 37 4
1290 MOVE 33 4
1291 MOVE 53 4
1292 MOVE 26 4
1293 ADD 65 2
1294 MOVE 34 1
1295 MOVE 41 1
1296 MOVE 0 1
1297 MOVE 0 0
1298 MOVE 41 0
1299 MOVE 34 0
1300 MOVE 65 4
1301 MOVE 32 4
1302 MOVE 62 4
1303 MOVE 8 4
1304 MOVE 8 2
1305 MOVE 62 2
1306 MOVE 32 2
1307 MOVE 65 2
1308 MOVE 26 2
1309 MOVE 53 2
1310 MOVE 33 2
1311 MOVE 37 2
1312 MOVE 51 2
1313 MOVE 61 2
1314 MOVE 64 2
1315 ADD 66 2
1316 MOVE 34 1
1317 MOVE 41 1
1318 MOVE 0 1
1319 MOVE 0 0
1320 MOVE 41 0
1321 MOVE 34 0
1322 ADD 67 12
1323 ADD 68 12
1324 MOVE 34 1
1325 MOVE 41 1
1326 MOVE 0 1
1327 MOVE 0 0
1328 MOVE 41 0
1329 MOVE 34 0
1330 MOVE 66 4
1331 MOVE 64 4
1332 REMOVE 61
1332 CASH 353
1333 MOVE 51 4
1334 MOVE 37 4
1335 MOVE 33 4
1336 MOVE 53 4
1337 MOVE 26 4
1338 MOVE 65 4
1339 MOVE 32 4
1340 MOVE 62 4
1341 MOVE 8 4
1342 MOVE 8 2
1343 MOVE 62 2
1344 MOVE 32 2
1345 MOVE 65 2
1346 MOVE 26 2
1347 MOVE 53 2
1348 MOVE 33 2
1349 MOVE 37 2
1350 MOVE 51 2
1351 MOVE 64 2
1352 MOVE 66 2
1353 MOVE 29 9
1354 MOVE 15 9
1355 MOVE 57 9
1356 MOVE 52 9
1357 MOVE 30 9
1358 MOVE 11 9
1359 MOVE 2 9
1360 MOVE 2 6
1361 MOVE 11 6
1362 MOVE 30 6
1363 MOVE 52 6
1364 MOVE 57 6
1365 MOVE 15 6
1366 MOVE 29 6
1367 MOVE 68 16
1368 MOVE 67 16
1369 MOVE 63 16
1370 MOVE 45 16
1371 MOVE 10 16
1372 MOVE 6 16
1373 MOVE 6 12
1374 MOVE 10 12
1375 MOVE 45 12
1376 MOVE 63 12
1377 MOVE 67 12
1378 MOVE 68 12
1379 MOVE 47 12
1380 MOVE 34 1
1381 MOVE 41 1
1382 MOVE 0 1
1383 MOVE 0 0
1384 MOVE 41 0
1385 MOVE 34 0
1386 MOVE 66 4
1387 MOVE 64 4
1388 MOVE 51 4
1389 MOVE 37 4
1390 MOVE 33 4
1391 MOVE 53 4
1392 MOVE 26 4
1393 MOVE 65 4
1394 MOVE 32 4
1395 MOVE 62 4
1396 MOVE 8 4
1397 MOVE 8 2
1398 MOVE 62 2
1399 MOVE 32 2
1400 MOVE 65 2
1401 MOVE 26 2
1402 MOVE 53 2
1403 MOVE 33 2
1404 MOVE 37 2
1405 MOVE 51 2
1406 MOVE 64 2
1407 MOVE 66 2
1408 MOVE 29 9
1409 MOVE 15 9
1410 MOVE 57 9
1411 MOVE 52 9
1412 MOVE 30 9
1413 MOVE 11 9
1414 MOVE 2 9
1415 MOVE 2 6
1416 MOVE 11 6
1417 MOVE 30 6
1418 MOVE 52 6
1419 MOVE 57 6
1420 MOVE 15 6
1421 MOVE 29 6
1422 MOVE 47 16
1423 MOVE 68 16
1424 MOVE 67 16
1425 MOVE 63 16
1426 MOVE 45 16
1427 ADD 69 12
1428 MOVE 34 1
1429 MOVE 41 1
1430 MOVE 0 1
1431 MOVE 0 0
1432 MOVE 41 0
1433 MOVE 34 0
1434 MOVE 66 4
1435 MOVE 64 4
1436 MOVE 51 4
1437 MOVE 37 4
1438 MOVE 33 4
1439 MOVE 53 4
1440 MOVE 26 4
1441 MOVE 65 4
1442 MOVE 32 4
1443 MOVE 62 4
1444 MOVE 8 4
1445 MOVE 8 2
1446 MOVE 62 2
1447 MOVE 32 2
1448 MOVE 65 2
1449 MOVE 26 2
1450 ADD 70 12
1451 ADD 71 6
1452 MOVE 34 1
1453 MOVE 41 1
1454 MOVE 0 1
1455 MOVE 0 0
1456 MOVE 41 0
1457 MOVE 34 0
1458 MOVE 26 4
1459 MOVE 65 4
1460 MOVE 32 4
1461 MOVE 62 4
1462 MOVE 8 4
1463 MOVE 8 2
1464 MOVE 62 2
1465 MOVE 32 2
1466 MOVE 65 2
1467 MOVE 26 2
1468 MOVE 53 2
1469 MOVE 33 2
1470 MOVE 37 2
1471 MOVE 51 2
1472 REMOVE 64
1472 CASH 364
1473 MOVE 66 2
1474 MOVE 71 9
1475 MOVE 29 9
1476 MOVE 15 9
1477 MOVE 57 9
1478 MOVE 52 9
1479 MOVE 30 9
1480 MOVE 11 9
1481 MOVE 2 9
1482 MOVE 2 6
1483 MOVE 11 6
1484 MOVE 30 6
1485 MOVE 52 6
1486 MOVE 57 6
1487 MOVE 15 6
1488 ADD 72 12
1489 MOVE 34 1
1490 MOVE 41 1
1491 MOVE 0 1
1492 MOVE 0 0
1493 MOVE 41 0
1494 MOVE 34 0
1495 MOVE 66 4
1496 MOVE 51 4
1497 MOVE 37 4
1498 MOVE 33 4
1499 MOVE 53 4
1500 MOVE 26 4
1501 MOVE 65 4
1502 MOVE 32 4
1503 MOVE 62 4
1504 MOVE 8 4
1505 MOVE 8 2
1506 MOVE 62 2
1507 MOVE 32 2
1508 MOVE 65 2
1509 MOVE 26 2
1510 MOVE 53 2
1511 MOVE 33 2
1512 MOVE 37 2
1513 MOVE 51 2
1514 MOVE 66 2
1515 MOVE 15 9
1516 MOVE 57 9
1517 MOVE 52 9
1518 MOVE 30 9
1519 MOVE 11 9
1520 MOVE 2 9
1521 MOVE 2 6
1522 MOVE 11 6
1523 MOVE 30 6
1524 MOVE 52 6
1525 MOVE 57 6
1526 MOVE 15 6
1527 MOVE 29 6
1528 MOVE 71 6
1529 MOVE 72 16
1530 REMOVE 70
1530 CASH 384
1531 MOVE 69 16
1532 MOVE 10 16
1533 MOVE 6 16
1534 ADD 73 12
1535 MOVE 34 1
1536 MOVE 41 1
1537 MOVE 0 1
1538 MOVE 0 0
1539 MOVE 41 0
1540 MOVE 34 0
1541 MOVE 66 4
1542 ADD 74 12
1543 MOVE 34 1
1544 MOVE 41 1
1545 MOVE 0 1
1546 MOVE 0 0
1547 MOVE 41 0
1548 MOVE 34 0
1549 MOVE 51 4
1550 MOVE 37 4
1551 ADD 75 12
1552 MOVE 34 1
1553 MOVE 41 1
1554 MOVE 0 1
1555 MOVE 0 0
1556 MOVE 41 0
1557 ADD 76 0
1558 MOVE 76 1
1559 MOVE 41 1
1560 ADD 77 2
1561 ADD 78 6
1562 MOVE 0 1
1563 MOVE 0 0
1564 MOVE 41 0
1565 REMOVE 76
1565 CASH 393
1566 MOVE 34 0
1567 MOVE 77 4
1568 MOVE 33 4
1569 MOVE 53 4
1570 ADD 79 6
1571 MOVE 34 1
1572 MOVE 41 1
1573 MOVE 0 1
1574 MOVE 0 0
1575 MOVE 41 0
1576 ADD 80 6
1577 MOVE 41 1
1578 ADD 81 12
1579 MOVE 0 1
1580 MOVE 0 0
1581 MOVE 41 0
1582 MOVE 34 0
1583 MOVE 26 4
1584 MOVE 65 4
1585 MOVE 32 4
1586 MOVE 62 4
1587 MOVE 8 4
1588 MOVE 8 2
1589 MOVE 62 2
1590 MOVE 32 2
1591 MOVE 65 2
1592 MOVE 26 2
1593 MOVE 53 2
1594 MOVE 33 2
1595 MOVE 77 2
1596 MOVE 37 2
1597 MOVE 51 2
1598 MOVE 66 2
1599 REMOVE 80
1599 CASH 415
1600 MOVE 79 9
1601 MOVE 78 9
1602 MOVE 71 9
1603 MOVE 29 9
1604 MOVE 15 9
1605 MOVE 57 9
1606 MOVE 52 9
1607 MOVE 30 9
1608 MOVE 11 9
1609 MOVE 2 9
1610 MOVE 2 6
1611 MOVE 11 6
1612 MOVE 30 6
1613 MOVE 52 6
1614 MOVE 57 6
1615 MOVE 15 6
1616 MOVE 29 6
1617 MOVE 71 6
1618 MOVE 78 6
1619 MOVE 79 6
1620 MOVE 81 16
1621 MOVE 75 16
1622 MOVE 74 16
1623 MOVE 73 16
1624 MOVE 73 12
1625 MOVE 74 12
1626 MOVE 75 12
1627 MOVE 81 12
1628 MOVE 6 12
1629 MOVE 10 12
1630 MOVE 69 12
1631 MOVE 72 12
1632 MOVE 45 12
1633 MOVE 63 12
1634 REMOVE 67
1634 CASH 426
1635 REMOVE 68
1635 CASH 428
1636 MOVE 47 12
1637 MOVE 34 1
1638 ADD 82 0
1639 MOVE 82 1
1640 MOVE 41 1
1641 MOVE 0 1
1642 MOVE 0 0
1643 MOVE 41 0
1644 MOVE 82 0
1645 MOVE 34 0
1646 MOVE 66 4
1647 MOVE 51 4
1648 MOVE 37 4
1649 REMOVE 77
1649 CASH 454
1650 MOVE 33 4
1651 MOVE 53 4
1652 MOVE 26 4
1653 MOVE 65 4
1654 MOVE 32 4
1655 ADD 83 0
1656 REMOVE 83
1656 CASH 455
1657 MOVE 34 1
1658 MOVE 82 1
1659 MOVE 41 1
1660 MOVE 0 1
1661 MOVE 0 0
1662 MOVE 41 0
1663 MOVE 82 0
1664 MOVE 34 0
1665 MOVE 62 4
1666 MOVE 8 4
1667 MOVE 8 2
1668 MOVE 62 2
1669 MOVE 32 2
1670 MOVE 65 2
1671 MOVE 26 2
1672 MOVE 53 2
1673 MOVE 33 2
1674 ADD 84 6
1675 MOVE 34 1
1676 MOVE 82 1
1677 MOVE 41 1
1678 MOVE 0 1
1679 MOVE 0 0
1680 MOVE 41 0
1681 MOVE 82 0
1682 MOVE 34 0
1683 MOVE 33 4
1684 MOVE 53 4
1685 MOVE 26 4
1686 MOVE 65 4
1687 MOVE 32 4
1688 MOVE 62 4
1689 MOVE 8 4
1690 MOVE 8 2
1691 MOVE 62 2
1692 MOVE 32 2
1693 MOVE 65 2
1694 MOVE 26 2
1695 MOVE 53 2
1696 MOVE 33 2
1697 MOVE 37 2
1698 MOVE 51 2
1699 MOVE 66 2
1700 MOVE 84 9
1701 REMOVE 79
1701 CASH 455
1702 MOVE 78 9
1703 ADD 85 0
1704 MOVE 85 1
1705 MOVE 34 1
1706 MOVE 82 1
1707 MOVE 41 1
1708 MOVE 0 1
1709 MOVE 0 0
1710 MOVE 41 0
1711 REMOVE 82
1711 CASH 455
1712 MOVE 34 0
1713 MOVE 85 0
1714 MOVE 66 4
1715 MOVE 51 4
1716 MOVE 37 4
1717 MOVE 33 4
1718 MOVE 53 4
1719 MOVE 26 4
1720 MOVE 65 4
1721 ADD 86 0
1722 MOVE 86 1
1723 MOVE 85 1
1724 MOVE 34 1
1725 MOVE 41 1
1726 MOVE 0 1
1727 MOVE 0 0
1728 MOVE 41 0
1729 MOVE 34 0
1730 MOVE 85 0
1731 MOVE 86 0
1732 MOVE 32 4
1733 MOVE 62 4
1734 MOVE 8 4
1735 MOVE 8 2
1736 MOVE 62 2
1737 MOVE 32 2
1738 MOVE 65 2
1739 MOVE 26 2
1740 MOVE 53 2
1741 MOVE 33 2
1742 MOVE 37 2
1743 MOVE 51 2
1744 MOVE 66 2
1745 MOVE 71 9
1746 MOVE 29 9
1747 MOVE 15 9
1748 MOVE 57 9
1749 MOVE 52 9
1750 MOVE 30 9
1751 MOVE 11 9
1752 MOVE 2 9
1753 MOVE 2 6
1754 MOVE 11 6
1755 MOVE 30 6
1756 MOVE 52 6
1757 ADD 87 6
1758 MOVE 86 1
1759 MOVE 85 1
1760 MOVE 34 1
1761 MOVE 41 1
1762 MOVE 0 1
1763 MOVE 0 0
1764 MOVE 41 0
1765 MOVE 34 0
1766 MOVE 85 0
1767 MOVE 86 0
1768 MOVE 66 4
1769 MOVE 51 4
1770 MOVE 37 4
1771 MOVE 33 4
1772 MOVE 53 4
1773 MOVE 26 4
1774 MOVE 65 4
1775 ADD 88 2
1776 REMOVE 86
1776 CASH 455
1777 MOVE 85 1
1778 MOVE 34 1
1779 MOVE 41 1
1780 MOVE 0 1
1781 MOVE 0 0
1782 MOVE 41 0
1783 MOVE 34 0
1784 ADD 89 12
1785 MOVE 34 1
1786 MOVE 41 1
1787 MOVE 0 1
1788 MOVE 0 0
1789 MOVE 41 0
1790 MOVE 34 0
1791 MOVE 85 0
1792 MOVE 88 4
1793 MOVE 32 4
1794 MOVE 62 4
1795 MOVE 8 4
1796 MOVE 8 2
1797 MOVE 62 2
1798 MOVE 32 2
1799 MOVE 88 2
1800 MOVE 65 2
1801 MOVE 26 2
1802 MOVE 53 2
1803 MOVE 33 2
1804 MOVE 37 2
1805 MOVE 51 2
1806 MOVE 66 2
1807 MOVE 87 9
1808 MOVE 52 9
1809 MOVE 30 9
1810 MOVE 11 9
1811 MOVE 2 9
1812 MOVE 2 6
1813 MOVE 11 6
1814 MOVE 30 6
1815 MOVE 52 6
1816 MOVE 87 6
1817 ADD 90 6
1818 REMOVE 85
1818 CASH 465
1819 MOVE 34 1
1820 MOVE 41 1
1821 MOVE 0 1
1822 MOVE 0 0
1823 MOVE 41 0
1824 MOVE 34 0
1825 MOVE 66 4
1826 MOVE 51 4
1827 MOVE 37 4
1828 MOVE 33 4
1829 MOVE 53 4
1830 MOVE 26 4
1831 MOVE 65 4
1832 MOVE 88 4
1833 MOVE 32 4
1834 MOVE 62 4
1835 MOVE 8 4
1836 MOVE 8 2
1837 MOVE 62 2
1838 MOVE 32 2
1839 MOVE 88 2
1840 MOVE 65 2
1841 MOVE 26 2
1842 MOVE 53 2
1843 MOVE 33 2
1844 MOVE 37 2
1845 MOVE 51 2
1846 MOVE 66 2
1847 MOVE 90 9
1848 REMOVE 87
1848 CASH 465
1849 MOVE 52 9
1850 MOVE 30 9
1851 MOVE 11 9
1852 ADD 91 6
1853 MOVE 34 1
1854 MOVE 41 1
1855 MOVE 0 1
1856 MOVE 0 0
1857 MOVE 41 0
1858 ADD 92 2
1859 MOVE 41 1
1860 MOVE 0 1
1861 MOVE 0 0
1862 MOVE 41 0
1863 MOVE 34 0
1864 MOVE 92 4
1865 MOVE 66 4
1866 MOVE 51 4
1867 MOVE 37 4
1868 MOVE 33 4
1869 MOVE 53 4
1870 MOVE 26 4
1871 MOVE 65 4
1872 MOVE 88 4
1873 MOVE 32 4
1874 MOVE 62 4
1875 MOVE 8 4
1876 MOVE 8 2
1877 MOVE 62 2
1878 MOVE 32 2
1879 MOVE 88 2
1880 MOVE 65 2
1881 ADD 93 12
1882 ADD 94 6
1883 MOVE 34 1
1884 MOVE 41 1
1885 MOVE 0 1
1886 MOVE 0 0
1887 MOVE 41 0
1888 MOVE 34 0
1889 MOVE 65 4
1890 MOVE 88 4
1891 MOVE 32 4
1892 MOVE 62 4
1893 MOVE 8 4
1894 MOVE 8 2
1895 MOVE 62 2
1896 MOVE 32 2
1897 MOVE 88 2
1898 MOVE 65 2
1899 MOVE 26 2
1900 MOVE 53 2
1901 ADD 95 2
1902 MOVE 34 1
1903 MOVE 41 1
1904 MOVE 0 1
1905 MOVE 0 0
1906 ADD 96 2
1907 MOVE 0 1
1908 MOVE 0 0
1909 MOVE 41 0
1910 MOVE 34 0
1911 MOVE 96 4
1912 MOVE 95 4
1913 MOVE 53 4
1914 MOVE 26 4
1915 MOVE 65 4
1916 MOVE 88 4
1917 MOVE 32 4
1918 MOVE 62 4
1919 MOVE 8 4
1920 MOVE 8 2
1921 MOVE 62 2
1922 MOVE 32 2
1923 MOVE 88 2
1924 MOVE 65 2
1925 MOVE 26 2
1926 MOVE 53 2
1927 MOVE 95 2
1928 MOVE 96 2
1929 MOVE 33 2
1930 MOVE 37 2
1931 MOVE 51 2
1932 MOVE 66 2
1933 MOVE 92 2
1934 REMOVE 94
1934 CASH 465
1935 REMOVE 91
1935 CASH 482
1936 MOVE 2 9
1937 MOVE 2 6
1938 MOVE 11 6
1939 MOVE 30 6
1940 MOVE 52 6
1941 REMOVE 90
1941 CASH 482
1942 MOVE 57 6
1943 MOVE 15 6
1944 MOVE 29 6
1945 MOVE 71 6
1946 MOVE 78 6
1947 REMOVE 84
1947 CASH 482
1948 REMOVE 93
1948 CASH 495
1949 REMOVE 89
1949 CASH 495
1950 MOVE 47 16
1951 MOVE 63 16
1952 MOVE 45 16
1953 MOVE 72 16
1954 REMOVE 69
1954 CASH 502
1955 MOVE 10 16
1956 MOVE 6 16
1957 MOVE 81 16
1958 MOVE 75 16
1959 MOVE 74 16
1960 MOVE 73 16
1961 MOVE 73 12
1962 MOVE 74 12
1963 MOVE 75 12
1964 MOVE 81 12
1965 MOVE 6 12
1966 MOVE 10 12
1967 MOVE 72 12
1968 MOVE 45 12
1969 MOVE 63 12
1970 MOVE 47 12
1971 MOVE 34 1
1972 MOVE 41 1
1973 MOVE 0 1
1974 MOVE 0 0
1975 MOVE 41 0
1976 MOVE 34 0
1977 MOVE 92 4
1978 MOVE 66 4
1979 MOVE 51 4
1980 MOVE 37 4
1981 MOVE 33 4
1982 MOVE 96 4
1983 REMOVE 95
1983 CASH 502
1984 MOVE 53 4
1985 MOVE 26 4
1986 MOVE 65 4
1987 MOVE 88 4
1988 MOVE 32 4
1989 MOVE 62 4
1990 MOVE 8 4
1991 MOVE 8 2
1992 MOVE 62 2
1993 MOVE 32 2
1994 MOVE 88 2
1995 MOVE 65 2
1996 MOVE 26 2
1997 MOVE 53 2
1998 MOVE 96 2
1999 MOVE 33 2
2000 MOVE 37 2
2001 MOVE 51 2
2002 MOVE 66 2
2003 MOVE 92 2
2004 MOVE 78 9
2005 MOVE 71 9
2006 ADD 97 12
2007 MOVE 34 1
2008 MOVE 41 1
2009 MOVE 0 1
2010 MOVE 0 0
2011 MOVE 41 0
2012 MOVE 34 0
2013 ADD 98 12
2014 MOVE 34 1
2015 MOVE 41 1
2016 ADD 99 12
2017 MOVE 0 1
2018 MOVE 0 0
2019 MOVE 41 0
2020 MOVE 34 0
2021 MOVE 92 4
2022 MOVE 66 4
2023 MOVE 51 4
2024 MOVE 37 4
2025 MOVE 33 4
2026 MOVE 96 4
2027 MOVE 53 4
2028 MOVE 26 4
2029 MOVE 65 4
2030 MOVE 88 4
2031 MOVE 32 4
2032 MOVE 62 4
2033 MOVE 8 4
2034 MOVE 8 2
2035 MOVE 62 2
2036 MOVE 32 2
2037 MOVE 88 2
2038 MOVE 65 2
2039 MOVE 26 2
2040 MOVE 53 2
2041 MOVE 96 2
2042 MOVE 33 2
2043 MOVE 37 2
2044 MOVE 51 2
2045 MOVE 66 2
2046 MOVE 92 2
2047 MOVE 29 9
2048 MOVE 15 9
2049 MOVE 57 9
2050 MOVE 52 9
2051 MOVE 30 9
2052 MOVE 11 9
2053 ADD 100 2
2054 MOVE 34 1
2055 MOVE 41 1
2056 MOVE 0 1
2057 MOVE 0 0
2058 MOVE 41 0
2059 MOVE 34 0
2060 REMOVE 100
2060 CASH 528
2061 MOVE 92 4
2062 MOVE 66 4
2063 MOVE 51 4
2064 MOVE 37 4
2065 MOVE 33 4
2066 MOVE 96 4
2067 MOVE 53 4
2068 MOVE 26 4
2069 MOVE 65 4
2070 MOVE 88 4
2071 MOVE 32 4
2072 MOVE 62 4
2073 ADD 101 6
2074 MOVE 34 1
2075 MOVE 41 1
2076 MOVE 0 1
2077 MOVE 0 0
2078 MOVE 41 0
2079 MOVE 34 0
2080 MOVE 8 4
2081 MOVE 8 2
2082 MOVE 62 2
2083 MOVE 32 2
2084 MOVE 88 2
2085 MOVE 65 2
2086 MOVE 26 2
2087 MOVE 53 2
2088 MOVE 96 2
2089 MOVE 33 2
2090 MOVE 37 2
2091 MOVE 51 2
2092 MOVE 66 2
2093 MOVE 92 2
2094 MOVE 101 9
2095 MOVE 2 9
2096 MOVE 2 6
2097 ADD 102 0
2098 MOVE 102 1
2099 MOVE 34 1
2100 MOVE 41 1
2101 MOVE 0 1
2102 MOVE 0 0
2103 MOVE 41 0
2104 MOVE 34 0
2105 ADD 103 6
2106 ADD 104 0
2107 MOVE 104 1
2108 MOVE 34 1
2109 MOVE 41 1
2110 MOVE 0 1
2111 MOVE 0 0
2112 MOVE 41 0
2113 MOVE 34 0
2114 MOVE 104 0
2115 MOVE 102 0
2116 MOVE 92 4
2117 MOVE 66 4
2118 MOVE 51 4
2119 MOVE 37 4
2120 MOVE 33 4
2121 MOVE 96 4
2122 MOVE 53 4
2123 MOVE 26 4
2124 ADD 105 0
2125 REMOVE 105
2125 CASH 542
2126 MOVE 102 1
2127 MOVE 104 1
2128 MOVE 34 1
2129 MOVE 41 1
2130 MOVE 0 1
2131 MOVE 0 0
2132 MOVE 41 0
2133 ADD 106 2
2134 MOVE 41 1
2135 MOVE 0 1
2136 MOVE 0 0
2137 MOVE 41 0
2138 MOVE 34 0
2139 MOVE 104 0
2140 MOVE 102 0
2141 MOVE 106 4
2142 MOVE 65 4
2143 MOVE 88 4
2144 MOVE 32 4
2145 MOVE 62 4
2146 MOVE 8 4
2147 MOVE 8 2
2148 MOVE 62 2
2149 MOVE 32 2
2150 MOVE 88 2
2151 MOVE 65 2
2152 MOVE 106 2
2153 MOVE 26 2
2154 MOVE 53 2
2155 MOVE 96 2
2156 MOVE 33 2
2157 MOVE 37 2
2158 MOVE 51 2
2159 MOVE 66 2
2160 MOVE 92 2
2161 MOVE 103 9
2162 MOVE 2 9
2163 MOVE 2 6
2164 MOVE 103 6
2165 MOVE 101 6
2166 MOVE 11 6
2167 MOVE 30 6
2168 MOVE 52 6
2169 MOVE 57 6
2170 MOVE 15 6
2171 MOVE 29 6
2172 MOVE 71 6
2173 MOVE 78 6
2174 REMOVE 99
2174 CASH 556
2175 REMOVE 98
2175 CASH 565
2176 MOVE 97 16
2177 MOVE 47 16
2178 MOVE 63 16
2179 MOVE 45 16
2180 MOVE 72 16
2181 MOVE 10 16
2182 MOVE 6 16
2183 MOVE 81 16
2184 MOVE 75 16
2185 MOVE 74 16
2186 MOVE 73 16
2187 MOVE 73 12
2188 MOVE 74 12
2189 MOVE 75 12
2190 MOVE 81 12
2191 MOVE 6 12
2192 MOVE 10 12
2193 MOVE 72 12
2194 MOVE 45 12
2195 MOVE 63 12
2196 MOVE 47 12
2197 MOVE 97 12
2198 MOVE 102 1
2199 MOVE 104 1
2200 MOVE 34 1
2201 MOVE 41 1
2202 ADD 107 0
2203 MOVE 107 1
2204 MOVE 0 1
2205 MOVE 0 0
2206 MOVE 107 0
2207 MOVE 41 0
2208 MOVE 34 0
2209 MOVE 104 0
2210 MOVE 102 0
2211 MOVE 92 4
2212 MOVE 66 4
2213 MOVE 51 4
2214 MOVE 37 4
2215 MOVE 33 4
2216 MOVE 96 4
2217 MOVE 53 4
2218 MOVE 26 4
2219 REMOVE 106
2219 CASH 565
2220 MOVE 65 4
2221 MOVE 88 4
2222 MOVE 32 4
2223 MOVE 62 4
2224 MOVE 8 4
2225 MOVE 8 2
2226 MOVE 62 2
2227 MOVE 32 2
2228 MOVE 88 2
2229 MOVE 65 2
2230 ADD 108 6
2231 MOVE 102 1
2232 MOVE 104 1
2233 MOVE 34 1
2234 MOVE 41 1
2235 MOVE 107 1
2236 MOVE 0 1
2237 MOVE 0 0
2238 ADD 109 6
2239 MOVE 0 1
2240 MOVE 0 0
2241 MOVE 107 0
2242 MOVE 41 0
2243 MOVE 34 0
2244 MOVE 104 0
2245 MOVE 102 0
2246 MOVE 65 4
2247 MOVE 88 4
2248 MOVE 32 4
2249 MOVE 62 4
2250 MOVE 8 4
2251 MOVE 8 2
2252 MOVE 62 2
2253 MOVE 32 2
2254 MOVE 88 2
2255 MOVE 65 2
2256 MOVE 26 2
2257 MOVE 53 2
2258 MOVE 96 2
2259 MOVE 33 2
2260 MOVE 37 2
2261 MOVE 51 2
2262 MOVE 66 2
2263 MOVE 92 2
2264 MOVE 109 9
2265 MOVE 108 9
2266 MOVE 78 9
2267 MOVE 71 9
2268 MOVE 29 9
2269 MOVE 15 9
2270 MOVE 57 9
2271 MOVE 52 9
2272 MOVE 30 9
2273 MOVE 11 9
2274 MOVE 101 9
2275 MOVE 103 9
2276 MOVE 2 9
2277 MOVE 2 6
2278 MOVE 103 6
2279 MOVE 101 6
2280 MOVE 11 6
2281 MOVE 30 6
2282 MOVE 52 6
2283 MOVE 57 6
2284 MOVE 15 6
2285 MOVE 29 6
2286 MOVE 71 6
2287 MOVE 78 6
2288 MOVE 108 6
2289 MOVE 109 6
2290 MOVE 97 16
2291 MOVE 47 16
2292 MOVE 63 16
2293 MOVE 45 16
2294 MOVE 72 16
2295 MOVE 10 16
2296 MOVE 6 16
2297 MOVE 81 16
2298 MOVE 75 16
2299 MOVE 74 16
2300 MOVE 73 16
2301 MOVE 73 12
2302 MOVE 74 12
2303 MOVE 75 12
2304 MOVE 81 12
2305 MOVE 6 12
2306 MOVE 10 12
2307 MOVE 72 12
2308 MOVE 45 12
2309 MOVE 63 12
2310 MOVE 47 12
2311 MOVE 97 12
2312 MOVE 102 1
2313 ADD 110 2
2314 MOVE 104 1
2315 MOVE 34 1
2316 MOVE 41 1
2317 MOVE 107 1
2318 MOVE 0 1
2319 MOVE 0 0
2320 MOVE 107 0
2321 MOVE 41 0
2322 MOVE 34 0
2323 MOVE 104 0
2324 MOVE 102 0
2325 MOVE 110 4
2326 MOVE 92 4
2327 MOVE 66 4
2328 MOVE 51 4
2329 MOVE 37 4
2330 MOVE 33 4
2331 MOVE 96 4
2332 MOVE 53 4
2333 MOVE 26 4
2334 MOVE 65 4
2335 MOVE 88 4
2336 MOVE 32 4
2337 MOVE 62 4
2338 MOVE 8 4
2339 MOVE 8 2
2340 MOVE 62 2
2341 MOVE 32 2
2342 MOVE 88 2
2343 MOVE 65 2
2344 MOVE 26 2
2345 MOVE 53 2
2346 MOVE 96 2
2347 MOVE 33 2
2348 MOVE 37 2
2349 MOVE 51 2
2350 MOVE 66 2
2351 MOVE 92 2
2352 MOVE 110 2
2353 MOVE 109 9
2354 MOVE 108 9
2355 MOVE 78 9
2356 MOVE 71 9
2357 MOVE 29 9
2358 MOVE 15 9
2359 MOVE 57 9
2360 MOVE 52 9
2361 MOVE 30 9
2362 MOVE 11 9
2363 MOVE 101 9
2364 MOVE 103 9
2365 MOVE 2 9
2366 MOVE 2 6
2367 MOVE 103 6
2368 MOVE 101 6
2369 MOVE 11 6
2370 MOVE 30 6
2371 MOVE 52 6
2372 MOVE 57 6
2373 MOVE 15 6
2374 MOVE 29 6
2375 MOVE 71 6
2376 MOVE 78 6
2377 MOVE 108 6
